,sent_1,sent_2,score
3923,Komen won't cut Planned Parenthood funding,Susan G Komen in U-turn over Planned Parenthood funding cut,0.6
3924,Forex &amp; Gold 25 August 2012,Forex & Gold 19 July 2012,0.44000000000000006
3925,Afghan Parliament Votes to Oust Key Ministers,Afghan parliament votes to remove key ministers,0.96
3926,Iran says UN nuclear talks will continue,Iran says nuclear talks with UN 'constructive',0.5599999999999999
3927,Agribusiness: Mad cow disease found in California,USDA Confirms Case of Mad Cow Disease in California,0.8400000000000001
3928,BP sells some Gulf of Mexico assets for $5.55 bil,BP sells Gulf of Mexico assets to Plains for $5.55 bn,0.72
3929,300 potential Jimmy Savile victims: police,UK: 300 potential Savile abuse victims emerge,0.72
3930,"Romney leads rivals, not Obama, in fundraising",Romney: I left all management of Bain in 1999,0.16
3931,Armstrong steps down from Livestrong,Armstrong standing down from Livestrong,0.9199999999999999
3932,US drone strike kills 5 militants in Pakistan,U.S. drone strikes kill 16 suspected militants in Yemen,0.36
3933,9/11 defendants ignore judge at Guantanamo hearing,Sept. 11 defendants enrage families at hearing,0.2
3934,Syrian govt wont stop attacks,Syrian opposition reports 'massacre',0.2
3935,Chinese stocks close higher midday Friday,Chinese stocks higher at midday Friday,0.9199999999999999
3936,Myanmar: Opposition claims Suu Kyi win,Voters in Myanmar hopeful as Suu Kyi's party claims win,0.64
3937,Obama's poll rating drops in boost for Republican rivals,Obama's big Hispanic win worries Republicans,0.2
3938,Two Aust soldiers wounded in Afghanistan,4 foreign soldiers killed in Afghan east,0.24
3939,Attacker in Afghan uniform kills 2 NATO troops,Man in Afghan army uniform kills NATO soldier,0.6799999999999999
3940,New Syria opposition chief wants no-strings aid,Syria opposition unites as Israel fires warning shots,0.2
3941,Cheap generics no panacea for India’s poorest,Cheap cancer drugs no cure for India's poorest,0.76
3942,Egyptians vote to pick president for first time,Egyptians wait for key presidential vote results,0.52
3943,South Africa mine clash kills at least 30,South Africa train crash kills 26,0.16
3944,"Syrian forces bombard Homs, Russia warns of civil war","Syrian forces bombard Homs, Lavrov arrives for talks",0.52
3945,Egypt presidential election results delayed,Egyptian election result delayed,0.8400000000000001
3946,Deadline passes with no new Iran sanctions,EU Moves Closer to New Iran Sanctions,0.32
3947,Arrested Russian killer denies ties to Pussy Riot,Dozens arrested in Russian TV tower protest,0.16
3948,Norway memorial honours 77 massacre victims,Norway marks anniversary of massacre,0.5599999999999999
3949,US Afghanistan general linked to Petraeus scandal,Senior US general linked to Petraeus scandal,0.76
3950,'Arrest warrant' for Maldives ex-president,Maldives court issues arrest warrant for former president,0.9
3951,Chinese stocks fall after RRR cut - May 14,Chinese stocks gain at midday Monday,0.4
3952,HRW: Jordan turning away Palestinian refugees from Syria,Report: Jordan biased over Palestinians from Syria,0.44000000000000006
3953,"NKorea makes ""significant"" nuclear reactor progress - IAEA",N. Korea vows to expand nuclear deterrent,0.5599999999999999
3954,"Maldives president quits after police mutiny, protests",Maldives president quits after weeks of protest,0.6799999999999999
3955,NATO strike 'kills civilians' in Afghanistan,Two NATO soldiers killed in Afghanistan,0.16
3956,Al-Qaida says it captures 70 Yemeni soldiers in Abyan's battle,"Al Qaeda clashes, blasts kill 35 soldiers in Yemen",0.27999999999999997
3957,"Navy jet crashes into US apartments, pilots eject",U.S. Navy Jet Crashes Into Virginia Apartment Buildings,0.6799999999999999
3958,China stocks open higher Wednesday,US stocks open higher despite GDP miss,0.16
3959,IDF to deploy Iron Dome in Central Israel,Major snowstorm barrels down on Central Plains,0.0
3960,4 Killed in US Drone Strike in Pakistan,U.S. Drone Strike Kills 3 in Pakistan,0.6
3961,US teen held in Chicago 'jihad' car bomb plot,Chicago teen arrested in Chicago car bomb plot,0.6799999999999999
3962,PC David Rathband: twin brother's fears for his 'bestest mate',David Miliband: my brother and a return to old Labour,0.04
3963,Syrian forces move to retake Aleppo,Syrian Regime Bids To Retake City Of Aleppo,0.8800000000000001
3964,"20-member parliamentary, trade team leaves for India",Commerce secretary to take leave of absence,0.0
3965,Sly Stallone's Sone Sage Found Dead in LA,Sylvester Stallone's Son Found Dead At Home,0.8400000000000001
3966,Wall Street Opens Lower,Wall Street Ends Mixed,0.4
3967,"Clinton: US, Europe must do more against tyrants","Clinton: US, Europe Must Work to Defeat Tyrants",0.8800000000000001
3968,Europe shares bounce as more China stimulus seen,Oil prices rise on hopes for stimulus,0.16
3969,Syrian forces overrun rebel stronghold,Syria army takes northern rebel stronghold,0.8
3970,Stock index futures point to lower start,Stock index futures signal early losses,0.8800000000000001
3971,Man charged after MP hurt in attack,Man charged with murder in flat,0.27999999999999997
3972,Chinese stocks close higher midday Friday,Chinese stocks open lower Friday,0.2
3973,Nokia apologises for 'faked' ad,US waives riders for Pak aid,0.0
3974,US drone strike kills 5 militants in Pakistan,Drone strike kills four suspected militants in Pakistan,0.6
3975,Syria rebels leave besieged Homs,Syrian rebels retreat from besieged Homs district,0.8800000000000001
3976,"U.S. orders non-essential staff to leave Sudan, Tunisia","US orders non-essential staff to leave Tunisia, Sudan",0.8
3977,Egypt's Mubarak critical,Egypt's Mubarak in critical condition,0.9199999999999999
3978,"Sandy slams into Northeast; at least 18 dead, 7.4M without power","Eastern U.S. storms leave 2 dead in Va., 2 million without power",0.52
3979,"Romney, Obama clash on tax, economy in first debate",Obama and Romney take stage for first debate,0.44000000000000006
3980,Assad says mercenaries are behind Syria unrest,Assad Accuses US of Fueling Syrian Uprising,0.6666666666666661
3981,Putin Declares Victory in Russia Presidential Vote,Complaints in Russian election mount,0.2
3982,Japan PM dissolves lower house for election,Iran and world powers set for nuclear talks,0.0
3983,Two killed in new Israeli strike on Gaza: medics,"5 die in strikes on Gaza, militants barrage Israel",0.4
3984,"Navy jet crashes into Virginia buildings, injuring six","Navy jet crashes into Virginia apartments,9 hurt",0.64
3985,One NATO soldier killed in S. Afghanistan,British soldier killed in southern Afghanistan,0.64
3986,Spain jobless rate hits new high,Spain's jobless claims hit new high,0.8400000000000001
3987,Roadside bomb kills 10 Afghan civilians: police,Roadside bomb kills 5 Afghan policemen,0.52
3988,Turkey scrambles jets near border,Turkey scrambles jets to Syrian border,0.72
3989,Supreme Court to Hear Voting Rights Act Case,Supreme Court to hear corporate human rights case,0.27999999999999997
3990,Two die in Syria violence after UN monitors land,Two year doping ban for Contador,0.0
3991,Remarks by the President at the White House Science Fair,The Presidential Planner - The White House Science Fair,0.5599999999999999
3992,"Civilian, defector killed in Syria, says NGO",Syria gunmen kill three Syrian officers: NGO,0.2
3993,Malawi confirms president's death,Malawi confirms President Mutharika's death,0.8
3994,Taiwan rattled by strong earthquake,China rocked by twin earthquakes,0.24
3995,Bank of England's Paul Tucker tainted by Libor mess,Bank of England deputy denies ordering rate-rigging,0.5599999999999999
3996,Libya postpones assembly election to July 7,Libya postpones landmark election to July 7,0.8
3997,Red Cross says negotiating halt to fighting in Syria to take aid,Red Cross negotiating Syria ceasefire to bring aid,0.8800000000000001
3998,Syrian forces shoot civilians on bus,"Syrian forces, rebels clash near Turkey",0.16
3999,German parliament overwhelmingly backs Greek rescue deal,German parliament endorses Greek bailout,0.8800000000000001
4000,"Bombings, clashes continue in Syria","Bombings, clashes as Syria opposition seeks arms",0.6799999999999999
4001,London 2012 Olympics Opening Ceremony 'to feature a green and pleasant land',"London 2012 Olympics: Opening Ceremony to be a 'green and pleasant land', says Danny Boyle",0.8400000000000001
4002,Burma's reforms bring easing of U.S. sanctions,Burma activists say go slow on easing sanctions,0.48
4003,Usain Bolt wins 200m – Steven Howard reaction,Facebook mobile gains drive revenue growth: reaction,0.04
4004,Dozens dead in Taliban resort attack,'India police name 3 Iranians in embassy attack',0.08
4005,Heavy fighting rocks eastern Syria ahead of poll,Heavy fighting rocks eastern Syria - residents,0.76
4006,China yuan weakens to 6.3282 against USD Monday,China yuan retreats to 6.2697 against USD Thursday,0.5599999999999999
4007,7 dead in Christian school shooting,5 wounded in Ohio school shooting,0.27999999999999997
4008,Indonesia anti-terror squad kills two suspected militants,Indonesia police shoot dead suspected militants in Bali,0.64
4009,US Election: Mitt Romney concedes defeat as Barack Obama wins second term,Romney concedes election to Obama in phone call,0.8
4010,Armenians vote in parliamentary elections,Armenia's parliamentary vote a test for president,0.64
4011,Pakistan blocks Twitter over anti-Islamic material,Pakistan blocks Twitter over 'blasphemy',0.76
4012,Annan to visit Syrian refugees in Turkey Tuesday,Annan to visit Syrian refugees in Turkey before Iran,0.76
4013,Venezuela's Chavez in Cuba for 3rd anti-cancer treatment,Venezuelan leader returning to Cuba for treatment,0.64
4014,Sachin Tendulkar is sworn in as Indian senator,MP Sachin Tendulkar says no to govt bungalow,0.32
4015,Residents near Gaza instructed to stay near shelter,Best’s great day brings West Indies cheer,0.0
4016,Navy Jet Crashes Into Apartment Building,U.S. Navy Jet Crashes Into Virginia Apartment Buildings,0.72
4017,Romney wins big in Puerto Rico primary,Romney wins Illinois primary,0.3
4018,Yahoo! to name Google's Mayer as CEO: report,Yahoo names Google exec Mayer as CEO,0.8400000000000001
4019,US soldier accused of Afghan massacre hires prominent criminal lawyer,US soldier accused of killing Afghan civilians identified,0.4
4020,6.0-magnitude quake hits northern Italy: USGS,"5.9-magnitude quake hits Sunda Strait, Indonesia: USGS",0.32
4021,US gov't officially designates Haqqani network as terrorists,US designates Haqqani network as terrorists,0.8800000000000001
4022,Motor Racing: Button fastest in year's first F1 practice,Button boasts best time after first practice,0.6
4023,Rangers voted into Division Three,Rangers voted into third division,0.96
4024,Syria in ceasefire observers call,Syrian ceasefire brings uneasy calm,0.36
4025,Newark mayor saves neighbor from fire,Newark mayor rescues neighbor from burning house,0.8400000000000001
4026,"Spurs get revenge on Lakers, lead West","Abduct Israelis to free prisoners, Gaza leaders say",0.0
4027,F1 protests in Bahrain,A day of rage in Bahrain,0.45
4028,New York Stock Exchange to reopen Wednesday,DealBook: Stock Exchanges Prepare to Open,0.6
4029,China's CPI growth slows to 1.8 pct in July,China's industrial output growth slows to 9.2 pct in July,0.52
4030,Homs mortar fire kills 105,Homs offensive kills 200,0.52
4031,Hundreds honor student killed in Ohio shooting,Funeral set for Ohio shooting victim,0.4
4032,"Bombs in southern Thailand kill 5, wound 50","Bombs in Thailand kill 14, wound 340",0.6
4033,US lawmakers take next step on new Iran sanctions,Somalia lawmakers to vote for new president,0.04
4034,Barack Obama admits US has 'more nuclear weapons than we need',French gunman wants to 'die with weapons in hands',0.08
4035,2 rockets hit in the Eshkol region; no injuries,10 rockets in 20 minutes in Eshkol Regional Council,0.36
4036,'Betrayed' disabled workers protest against Remploy closures,May Day marked by protests against austerity cuts,0.12
4037,DR Congo rebels kill park rangers,Rebels kill two park rangers in eastern Congo,0.8
4038,Nine Pakistani troops killed in militant ambush,"Trade: Pakistan, India agree to take it a step ahead",0.16
4039,74 dead in Egypt soccer violence,At least 73 die in Egyptian soccer pitch invasion,0.64
4040,Unrest in tense Nigeria leaves at least 95 dead,Southwest China quakes kill at least 50,0.04
4041,Hurricane Sandy makes landfall in southeastern Jamaica: NHC,Hurricane Sandy reaches Jamaica,0.6
4042,"Gaza militants fire 40 rockets into Israel, 3 hurt: police",Gazans fire four rockets into Israel; no injuries,0.55
4043,Remarks With Prime Minister Elkeib After Their Meeting,Remarks With Foreign Minister Koichiro Gemba,0.3
4044,Iraq Releases Suspected Hezbollah Operative Wanted By U.S.,Iraq Said to Release Hezbollah Operative,0.64
4045,Pakistani PM shocked at avalanche trapping army personnel,Pakistan avalanche: rescuers search for buried soldiers,0.48
