,Unnamed: 0,sent_1,sent_2,score
3439,,Hurricane Sandy Closes in on US East Coast,Hurricane Sandy takes aim at US East Coast,4.8
3440,,"Chicago teachers strike: Vacations for students, for good or ill",Chicago teacher strike poses test for unions,2.2
3441,,Panetta says Afghanistan role to shift from combat in 2013,Panetta: Afghanistan Tops NATO Conference Topics,1.6
3442,,Four men admit London Stock Exchange bomb plot,Four men admit London bombs plot,4
3443,,"PM in Tehran, asks NAM to take clear stand on Syria","Manmohan in Tehran, asks NAM to take a stand on Syria",3.8
3444,,Israel threatens action against Gaza aid ship,Israel attacks in Gaza Strip after rocket fire,1.6
3445,,Bodies Found at Russian Jet Crash in Indonesia,12 bodies found at Russian jet crash in Indonesia,3.8
3446,,Senators can return to playoffs with victory,Messi scores 4 to send Guardiola off with victory,1.4
3447,,Syria urges refugees to return,Syria's tenuous truce takes hold,1
3448,,US soldier kills up to 16 civilians in Afghanistan,US soldier kills up to 16 Afghan civilians in shooting spree,4.2
3449,,Rupert Murdoch: I was the victim of a cover up,Rupert Murdoch set for second day of grilling,1.2
3450,,Barack Obama's bodyguards sent back to US after prostitution scandal,Barclays boss falls to rate fixing scandal,0.4
3451,,China's yuan rises to new high against USD Wednesday,China's yuan advances to 6.3103 against USD Wednesday,3.8
3452,,South Africa train crash kills at least 19,South Africa train crash kills 26,3.6
3453,,Nissan to sell steer-by-wire cars,Nissan to offer steer-by-wire systems in some Infiniti cars,4
3454,,Tibetan monk dies after setting himself on fire in protest against Chinese rule,Teenage Tibetan monk dies after setting himself on fire in China,3.8
3455,,Mumbai is 2nd costliest Indian city to live in,Tech capital Bangalore costliest Indian city to live in: Survey,1
3456,,"Man, 19, quizzed over teen murder",Man quizzed over Megan-Leigh murder,3.8
3457,,"Israel kills Hamas commander, bombs Gaza targets","Israel airstrikes kill Hamas commander, 5 others",3.4
3458,,Civilians Bear Brunt of Afghan Attacks,Taliban launch coordinated Afghan attacks,1.8
3459,,Gusmao consolidates power in East Timor elections,Gusmao powers on in East Timor,3.6
3460,,UN monitors yet to reach site of Syrian 'massacre' – video,UN monitors unable to reach site of Syria killings,4.4
3461,,"Russia, China veto UN resolution on Syria endorsing","Russia, China veto U.N. draft backing Arab plan for Syria (Reuters)",3.8
3462,,NATO Condemns Syria's Downing of Turkish Military Jet,NATO strongly condemns Syria's downing of Turkish jet,4.8
3463,,Activists: Syrian troops storm Damascus suburb,Activist says Syrian citizen cameraman killed in Homs,1.4
3464,,Syria rebels attack Lebanese post near border: army,Turkish army stages tank exercises near Syria border,0.8
3465,,Five killed in China building collapse,At least 20 killed in Syria Saturday,0.2
3466,,Syrian forces launch new attacks,Syria forces launch Aleppo attack,3.4
3467,,Syrians trade blame over blasts,Israel braces for Arab protests,0.2
3468,,Gazans fire 2 rockets into Israel; no injuries,Gazans fire 89 rockets; cabinet approves reserve call-up,1.4
3469,,Former Nazi death camp guard Demjanjuk dead at 91,"John Demjanjuk, convicted Nazi death camp guard, dies aged 91",4.6
3470,,Boris Johnson re-elected London mayor,Johnson re-elected London mayor,3.8
3471,,Breivik drops far-right salute in court,Breivik gets 21-year sentence,1
3472,,Second teenager charged with murder,Brother of EastEnders actress Gemma McCluskie is charged with her murder,1.4
3473,,French Fear New Serial Killer After Murders,Jersey Murder Trial: Killer 'Hearing Voices',0.8
3474,,US: Madoff brother to plead guilty in NY in fraud,Madoff's brother to plead guilty to fraud,4.2
3475,,Hollande defeats Sarkozy in French presidency vote,Polls open across France in presidential election,1.8
3476,,Libyan government retakes Tripoli airport,Libyan militia takes control of Tripoli airport,3.2
3477,,Clinton warns Kenya of cost of election violence,Clinton warns Kenya on cost of election unrest,4.6
3478,,Arkansas Supreme Court strikes down execution law,Arkansas Justices Strike Down Death Penalty,4.6
3479,,S. Africa's former president Mandela discharged from hospital,Mandela Discharged From Hospital,4.2
3480,,UN envoy in Turkey for talks on Syria,NZ to increase exports to China,0.2
3481,,Islamist Morsi Wins Egypt's Presidential Election,Al-Shater to run in presidential election in Egypt,1
3482,,"Donna Summer, the queen of disco","Donna Summer, Queen of Disco, Dies at 63",1.6
3483,,"Bangladesh Muslims torch Buddhist shrines, police say",Muslims torch Buddhist temples,3.6
3484,,U.S. Drone Kills Five Militants in Pakistan,Six Police Officers Killed in Attacks in Dagestan,0.4
3485,,Mali future interim president readies to take office,Pope rips into dissident priests on celibacy,0
3486,,"9 killed, 168 injured in latest Cairo clashes","10 killed, 12 injured in E. Afghan airport suicide blast",1.2
3487,,Tehran: EU sanctions won't force Iran into nuclear talks,Low expectations for Iran nuclear talks,1.8
3488,,Portugal Drownings: UK Girl And Grandad Named,British Girl And Grandad Drown In Portugal,2.2
3489,,Romney wins Maine Republican caucuses,"Romney, in comeback, has narrow Maine caucus win",3.8
3490,,Court in Bahrain rejects medics' last rally appeal,Bahrain rejects activists' appeal,3.8
3491,,Hurricane Sandy powers toward Eastern Seaboard,Hurricane Sandy moves towards US,3.6
3492,,Clinton calls for friends of Syria to unite,Plastic artist calls for greater support for new talents,0
3493,,JK Rowling launches her first adult novel,Syria launches ground assault in Aleppo,0
3494,,Algerian government parties dominate elections,Algerian national turnout of parliamentary vote reaches 44.38 pct,2.4
3495,,Security official killed in Yemen,Security personnel killed in Pakistan raid,0.6
3496,,US stocks fall as Greek talks lumber; Apple falls,US stocks slip on Wall Street as Greek talks drag on,3.2
3497,,Romney picks Ryan as vice presidential running mate: source,Romney to tap Ryan as vice presidential running mate,5
3498,,NATO sticks to transition roadmap in Afghanistan: Rasmussen,NATO helicopter makes hard landing in E. Afghanistan,1
3499,,Mubarak faces verdict in murder trial,Mubarak's sons face new charges of insider trading,1.4
3500,,No blocks to investment,India allows Pakistan investment,2
3501,,Blast kills 11 in northwestern Pakistan,Bomb Kills 19 In Northwest Pakistan,2.6
3502,,5 aid workers freed in operation in Afghanistan,Suicide bomber kills 37 at mosque in Afghanistan,0.8
3503,,Two NATO soldiers killed in Afghanistan,NATO Soldier Killed in Afghan Blast,3.6
3504,,Nadal tumbles into French Open final,Nadal through to seventh French Open final,4
3505,,Russian TV reports foiled attempt on Putin,"Russia, Ukraine foiled plot to kill Putin, report says",3.2
3506,,Putin claims victory in Russia's presidential election,Putin wins disputed Russian presidential election,4.4
3507,,Israeli Leader Puts Off Evicting Settlers From Hebron House,Israeli army orders settlers out of Hebron house,1.6
3508,,Government promises action on Heathrow queues,Finance minister promises no new taxes,0.4
